Reviewer Name,Review Date,Star Rating,Review Text,Total Reviews by Reviewer,Total Photos by Reviewer,Is Local Guide,Number of Images,Image URLs,Price per Person,Food Rating,Service Rating,Atmosphere Rating,Recommended Dishes
Nick Yates,a month ago,3,"Service was pretty quick here, and the food was good - exactly as expected from any Wetherspoons.
The big downside to this location was the atmosphere. Around 5pm on a Monday, and it was unbelievably noisy with a few tables of people drinking and shouting. This isn't really the fault of Wetherspoons, although some things could be done to mitigate it. The tables are spread throughout several smaller rooms, and packed in very tightly. There isn't much to dampen the sound, so a couple of noisy tables in one room was enough to make it so we couldn't hear well enough to hold a conversation across our table.
Fewer tables per room, and maybe some curtains or something to absorb some sound, would make it slightly more bearable. But based on this experience, I wouldn't return to this branch.",123,2025,True,0,,£1–10,4,4,1,Not found
Su Rogers,3 months ago,2,"All was well until my food came. I ordered steak and kidney pudding with peas and mash. The mash was a round flat yellow/brown on the outside and white in the middle. ..a bit bigger than a crumpet. The steak and kidney pudding was dry and the suet was rock hard..had to cut round the rock hard parts. The peas ..all 20 of them..were a dried up sorry sight. The lady on the next table looked at my food and then sympathetically looked at me. I just said to her ""I know"". It was less in size than a child portion...and microwaved to death and then left to go cold. NEVER AGAIN WILL I BUY FOOD FROM THERE.",6,No photos count,False,0,,Not found,Not rated,3,3,Not found
Audrey Wright,2 months ago,5,"Very busy due another weatherspoons nearby having a faulty kitchen. But we got a table, staff friendly and were served at bar quickly, a short wait, understandable, for food but food was excellent. Tables cleared quickly and staff chatty whilst working. Would highly recommend this weatherspoons.",50,17,True,0,,£20–30,5,5,5,Not found
Barney,4 months ago,3,"I ended up sending my cooked breakfast back twice. The first breakfast they brought me was cold (especially the sausages and beans, the rest was barely warm), although my wife's was fine. The second breakfast they brought me fared no better, so I got a refund 🤬🤬",293,38,True,0,,Not found,1,2,1,Not found
Michael Wykes,3 months ago,5,Completely different to the usual atmosphere of a busy wetherspoons. Mainly because of the various rooms in the building were you are a little bit more comfortable with the surroundings.  But that doesn't take anything away from service or quality. It is a little bit more expensive but that's because it's situated in the city centre.,278,276,False,0,,£1–10,4,5,4,Not found
Steven Carney,3 days ago,5,We always go here for breakfast every time we are in Manchester and it never disappoints! Service is always great and so is the food.,10,No photos count,False,0,,Not found,5,5,5,Not found
Mr P,2 months ago,4,"Great service
Feels like a hotel more than a pub
Amazing value for money",439,347,True,1,https://lh5.googleusercontent.com/p/AF1QipM_gGQ43jeFiDxX-kKVPpihWSdLhE_xHXqXB9_5=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Mike773 U,a year ago,4,"Always an awesome choice of craft ales and ciders, bottles and cans. Not the greatest food, but it's cheap and cheerful. Large, really well set out pub in the heart of Manchester City Centre. Bar should be bigger. Toilets very clean. Great little side rooms to get lost in. Don't pick one beer, pick several! Service usually quick and friendly.

This pub stands in the shadow of Manchester Town Hall. The rapid expansion of the city and the ambitions of its civic leaders led to the creation of a municipal palace of unrivalled splendour. Completed in 1877, this civic palace was designed by Alfred Waterhouse, also responsible for several other buildings in the city. Its internal mosaic design incorporates a pattern of bees, symbolic of Manchester’s industry, which is also found on the city’s coat of arms.

The text reads: This Wetherspoon pub takes its name from the leading 19th century architect Alfred Waterhouse, who designed the grandiose Town Hall building opposite here.

Waterhouse had already designed Manchester Assizes and Strangeways Gaol before winning the design contest for a new town hall, in 1868. The triangular building, with nearly 1,000 rooms, is recognised as his masterpiece. It was eight years in the making and was described as “a municipal place” by the city’s Radical MP John Bright, whose statue is one of the many sculptures it now contains.

Design motifs on the mosaic floors include cotton flowers, the basis of the city’s prosperity, and bees. The bees, which also appear on the city’s coat of arms, symbolise Manchester’s industrious workers. The 280 feet high clock tower houses 23 bells. The eight-ton hour bell is nicknamed ‘Big Abel’ after Alderman Abel Hayward, who opened the building. It is inscribed with the line: “Ring out the false, ring in the true”, from Tennyson’s poem In Memoriam.

Waterhouse also designed London’s Natural History Museum, as well as Manchester’s Owens College. His use of terracotta and brick in educational buildings is said to be the origin of the term ‘red-brick’, a term for universities which were originally municipal colleges.

Front Room:
The text reads: Stepping Back into History
Architectural history beneath your feet.
The staircase exposed during the renovation of this building dates from the Georgian period.
It takes us back over two hundred years, providing a vivid link with the past, and indicating the original cellular layout of the Georgian structure.

It is believed that this pub used to be an orphanage and it’s confirmed that it was a solicitor’s. These premises were made up of three town houses. There are features in the pub today which show clearly its original layout and design.",883,3941,True,4,"https://lh5.googleusercontent.com/p/AF1QipOG7Gz4mOkcY5FWxsE2en6ktoxh4LL_qY0SES8E=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMddwR9z3jksC5xcs-KVhrNEGFzX09EJz4KWg8L=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPMD6aswYue3lTVE5ELwXic3QW-Cgx5ednO5Y1_=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMebRaMZTl2ZJCGWq87kT_3e1OBLUtWs5GFI0SM=w450-h338-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Mark Clayton,a month ago,3,Good value food. Slightly slow service. Very very noisy - can't actually hear the person opposite you!,29,110,True,0,,£10–20,4,3,2,Not found
Debbie Verrechia,a month ago,5,"Popped in for birthday drinks & were served by Ryan, best  cocktail maker ever under pressure  🤣 who made us feel more than welcome with his polite  & cheeky but nice personality
Thanks Ryan & team for your hospitality.",1,No photos count,False,0,,£20–30,4,5,5,Not found
Daniel Leaman,3 weeks ago,5,"Pre cinema bite to eat. Quick service. Friendly staff. Good food , good atmosphere, a bottle of Erdinger ,well priced. Can't fault it. Will be back",88,12,True,0,,£10–20,5,5,5,Not found
Tide Fighter,a month ago,1,"The pub manager was rude and out of order, won't be going there again. She didn't offer a refund or exchange when my fish and chips were cold and soggy. The mushy peas were
frozen as well. Absolutely unacceptable.",1,No photos count,False,0,,£10–20,1,1,1,Not found
Ciaran Lynch,2 months ago,1,"Wandered in here before seeing a band down the road at Albert Hall. Ordered a JW Lees stout.

First of all the guy behind the bar said it was off, before tapping the pump clip with mock surprise when I gestured towards it. Then he announced he'd have to change the barrel. Which wouldn't have been a problem had two people not ordered the same drink and were being served whilst I waited.

I took the hint and left. To be honest it was more comical than anything to be effectively refused service in a bloody Wetherspoons. I hadn't had a drink, my clothes were clean and presentable and nobody else batted an eyelid at me. I guess there's a first time for everything. If it hadn't been the first pub I walked past, I never would have considered it, but I know not to bother at all now.

My night was otherwise wonderful.",7,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
VictoriaV,5 months ago,4,"Good place for food and drink if you're not fussed about quality, apart from cask ale which is great. Affordable food and drink offers, really nice building, toilets usually clean. Bar staff are hit and miss, not always the best service but can't win them all.",90,7,True,0,,£10–20,3,3,4,Not found
Tomas S,4 days ago,4,"Good selection of beers, fair prices, lots of space, decent service. It's a wetherspoons, you know what you're getting.",149,70,True,0,,Not found,Not rated,4,4,Not found
Nathan Thwaites,5 months ago,4,"A very intriguing Spoons. It's a huge house that has just been transferred into a spoons, but you know what, I'm for it. It makes it very unique, however due to the sheer amount of walls and the fact you're most likely in a relatively small room with quite a few of most likely drunk people, it can get a bit loud, and difficult to hear people without shouting.",161,368,True,0,,£10–20,Not rated,5,4,Not found
ste claire,2 months ago,3,"Had a large breakfast, bacon was two different colours probably due to being microwaved with one slice overlapping the other. All other items where ok but it was practically cold before I could finish. I did mention it to the staff clearing my table and she offered to replace the bacon but I polietly refused as I didn't enjoy it tbh. I have eaten there before with no problem hope its a one off.",3,No photos count,False,0,,£1–10,1,5,4,Large Full English Breakfast
Lee,4 months ago,2,"Small Dingey pub, atmosphere like a morgue.
Too many little rooms all seats taken.
Sat outside and locals telling us to use other pubs as this one was charging £4+ for a pint of kopperberg (our local is £2.26)",84,30,True,0,,£1–10,Not rated,2,1,Not found
Chris Buckett,a month ago,5,"As always,  our visit to another Weatherspoons was well worth the visit.
The food was piping hot, tasty and brought to table very quickly.",311,952,True,0,,£10–20,5,5,4,Not found
Helen Ricketts,6 months ago,5,"I loved this spoons, the quirkiness of the building with all its spaces, the staff were lovely and the bathroom! A big space to allow movement rather than being squished!",117,97,True,1,https://lh5.googleusercontent.com/p/AF1QipPDPq0VcTLHzpVwfK9_7vwWk_6p6aWSsdPPAObx=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Corrie MacDonald,5 months ago,4,"A great little city center spoons with plenty of seating and a warm atmosphere. It's a typical spoons with everything that comes with that.

I've been here numerous times and it's usually always without incident, however there does seem to be an issue with flys at certain times of the year - we've even had one in a pitcher once.",20,No photos count,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Nick H,3 months ago,5,"I am merely a tourist in the town of Manchester where upon my vast travels I gathered quite the thirst.

I popped into The Waterhouse and was intrigued by its layout. It's different to other wetherspoons.

The reason for the positive review was the place was clean, tidy, busy with staff constantly on the ball, clearing.

The highlight was seeing the young manager wiping the bar down from the customer's side. It seems a minor detail, but too many bars at wetherspoons have wet and sticky bars from being busy it looks sloppy. Not here! It's nice to walk away from a bar without sleeves covered in juices.",23,8,False,0,,£1–10,Not rated,5,5,Not found
Dez leigh,a month ago,5,Great little Wetherspoon the Waterhouse located nicely and the place has lots of different rooms which is quite cozy food was great and lots of special offers with a great range of ales and wines along with different soft drinks available friendly staff and welcoming,45,8,True,0,,Not found,5,5,5,Not found
Steve Johnston,5 days ago,4,Very busy at lunchtime. Service was a little slow but the staff appeared happy and very pleasant,78,No photos count,True,0,,£10–20,4,4,4,Not found
Irina Ka,a year ago,3,"I always loved this place, however I wasn't impressed with it today. It was quite busy inside. Our table that we managed to find at the end was dirty. I asked for kids menu but was told at the bar kids meals are in a normal menu. Couldn't find any kids meals in a normal menu. Ordered chicken and bacon cheese panini and chips. Food arrived promptly. I enjoyed chips, panini bread was nice. I ended up eating a few chips, toasted bacon and cheese.
Toilets were some what clean, which always a must.",107,98,True,1,https://lh5.googleusercontent.com/p/AF1QipMGhUa-7nHRqxt4PulnILE4mAZXFJLH4iZPh6bm=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Dawny Watson,a year ago,1,"Cane here for brunch as we had missed the cut off for breakfast.  I went to bar at 1130 was told there was a wait of about half hour for food. No issue at all they were busy, I ordered ham and eggs minus the chips, my friend ordered all day brunch. It came but mine had no eggs but chips and so I asked for the eggs to be put on and chips removed. It came back three mins later with 2 eggs but they had clearly been cooked a while and the yolks were cooked through, the hame was wafer thin and two slices. It was extremely disappointing.",23,47,True,1,https://lh5.googleusercontent.com/p/AF1QipPZBJ_a1NkwjfPJRMY_Iy4kZoZAaFBvJRZkN9cw=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Mark Kershaw,2 months ago,5,Like all wetherspoon  good value and busy,423,636,True,2,"https://lh5.googleusercontent.com/p/AF1QipMU4RQDms0mVXZdYzz1aflnR-gprvV1n4Q9Qcii=w450-h675-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNR5kBlfVGf1OYY1VyRZWio47sTG0FyQuy5sy67=w450-h675-p-k-no",Not found,Not rated,5,5,Not found
Lorraine Carroll,2 weeks ago,3,"Order a meal with a friend, had to send back chips were Luke warm this is not the first time, this seems to happen a lot, I won't be having a meal in any weather spoons again",9,No photos count,False,0,,Not found,1,3,4,Not found
Jacqueline Turner,5 months ago,5,"A very large and spacious pub, very historic building, close to the waterside. Good selection of meals and drinks at a very reasonable price. Staff friendly and busy cleaning and tidying tables.",809,1794,True,0,,£20–30,4,4,4,"Teriyaki Noodles, Chicken Tikka Masala and Poppadom, Grilled Chicken"
Majed Barry,11 months ago,5,"Fantastic pub to spend a Saturday night in Manchester at. Fantastic place. Cheers, Manchester. United against the Glazers.",42,425,True,4,"https://lh5.googleusercontent.com/p/AF1QipMFn1HNHnCZYz1UWFWRrVWyhpb2DckBf1DXbXCu=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMmh3BexV0VvzcxUQwWHZIvIVD4_7COVN6WF-cV=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMGD2vSgBYZjZ1vw2Wz2SoGbjAfgLvtBIRCKq5K=w450-h338-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNX5ZiMwJ7A0v--kF3SohJjsmgUIaqxQlc1-Bdk=w450-h338-p-k-no",Not found,Not rated,Not rated,Not rated,Not found
Gillian Harrison,9 months ago,2,"It's freezing, staff said every hour he has to go in the kitchen and change it. I have asked and no change. Everyone sitting in heavy coats. Lovely place, feels classy. It's cold !!!",1,1,False,1,https://lh5.googleusercontent.com/p/AF1QipPzzvXxuvzxwGUEra5-ml3AckuAruWPPErREpkg=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
rachel wilson,6 days ago,3,"Basic city Weatherspoons pub. Staff helpful, good service. Good food, good price.",110,16,False,0,,£10–20,3,5,3,Not found
will mcmurtrie,a year ago,4,"Nice enough smaller sized Wetherspoon bar. Just stopped in for a bite to eat and whilst the plate of sirloin and chips looked a bit underwhelming, I honestly have to say it was one of the best cooked and tastiest steaks I’ve had in a very long time. Was tempted to order another one it was so good!!!",380,1296,True,1,https://lh5.googleusercontent.com/p/AF1QipOfkLLqR7SSnsoiU48EalsA_VZiGUhDbIKf1LW7=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Mădălina Elena Ivan,5 months ago,2,Food was really bad. Beef was still alive like 😅 and grilled chicken was like boiled chicken and full of feathers. Gross! Never come back. 2 stars for the beer! …,19,20,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Sam Cook,2 weeks ago,2,Breakfast was dreadfully. Rubbery overcooked scrambled egg that was inedible. Place is a little grubby and full of old men drinking pints at breakfast time,10,6,False,0,,£1–10,2,4,2,Not found
Ian,a year ago,1,"Shoddy service, staff with attitude, basic menu items out of stock, tatty & sticky furniture, dirty floors and tacky carpets.

A few weeks ago we came into take advantage of the weekend brunch offer.  The bar staff were unable to tell us what the prices were without the drinks.

We finally ordered two different eggs benedict dishes and sat down at our table.  After 10 minutes were were informed the kitchen had run out of eggs - a basic ingredient - even though there is a Tesco Express next door that could be used for emergencies.

We were told we could order any other breakfast - even though there were no eggs.  Unbelievable.  The supervisor serving us had a major attitude problem and spoke to us as if it was our fault there was an issue with having no eggs in the kitchen.  We asked for a refund and to add insult to injury we were given our money back in little piles of the smallest change the supervisor could find!!

The staff at The Waterhouse are certainly doing their best to give Wetherspoons in Manchester a bad name and this experience put us off going to any others in The Group during our week long stay in the city.",224,53,True,1,https://lh5.googleusercontent.com/p/AF1QipNq061_YemHtUt66LsPowQB9C7MEppKc3cQKYFj=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
alex ladhur,3 weeks ago,4,"Nice interior, bathrooms have sofas in them,  typical westherspoons food and beer plenty of sitting space",22,1,True,0,,£1–10,Not rated,Not rated,4,Not found
Salfordquays Quays,a month ago,3,"Great service and a lovely breakfast though was a little on the overdone side, never less service made up for it.",344,1139,True,0,,£20–30,3,4,3,Not found
Stephen Green,4 months ago,2,I’m a regular visitor to different Wetherspoons pubs on curry club day. Always have the chicken korma. In this pub the curry was watery and lukewarm and the naan was hard and stale. Will not eat here again.,1,No photos count,False,0,,£1–10,2,3,3,Not found
justin judderman,a week ago,5,Strange queing system everyone was qued up like at the post office when there was a full bar to have a crack at,170,No photos count,True,0,,£10–20,5,5,5,Not found
Doug Hall,4 weeks ago,5,Extremely good value food and real ale with good service and friendly atmosphere.,56,No photos count,True,0,,£10–20,5,4,5,"Large Full English Breakfast, Eggs Benedict"
marie Smyth,a month ago,4,you get what you expect but in a very home bar feel. we liked it... not for everyone,210,1329,True,0,,£10–20,Not rated,4,4,Not found
Mark Rossiter,4 months ago,5,Nice wetherspoons. A lot bigger than it looks from the outside. Lots of cosy little rooms to sit and enjoy a drink or two. Friendly staff and fast service 👍,138,56,False,0,,£1–10,Not rated,5,5,Not found
Nikita Sidorov,a month ago,2,"Waited for 30 minutes for my food - at lunchtime, no less.
My panini was mediocre - and quite pricey for a pub grub.
The ale saved them *.
Avoid.",157,92,True,0,,Not found,2,1,2,Not found
jacki Leach,3 weeks ago,4,"Quirky layout, great ladies toilets",76,54,True,1,https://lh5.googleusercontent.com/p/AF1QipMHY6LpMcYxsQEFSDECx5vrIZFMfvbfVp_ssJ96=w900-h675-p-k-no,£1–10,Not rated,5,4,Not found
Dilfraz Afzal,6 months ago,5,"Q wonderful place to spend some time with family and friends. A lot of options for food and beverage. There are alcohol free drinks and some tasty sourdough pizza as well

I have enjoyed the stay and the prices are reasonably affordable",25,1,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Eddie Stewart,2 months ago,5,"Went to the Waterhouse for a meal and drinks before going to watch a show. Food and drinks excellent value, service very good. Typical Wetherspoons.",117,6,False,0,,£10–20,5,5,4,Not found
Sue Hall,a month ago,4,"Always enjoy my visit to  JD Witherspoons.
Fish and chips my favorites. (Never let's you down)",15,No photos count,False,0,,£10–20,4,4,4,"Large Full English Breakfast, Chicken Tikka Masala and Poppadom, Chips, Fish"
James,3 months ago,3,"I’ll never complain about the prices here but you pay in other ways like the tables always being filthy and uncleared, having to ask everytime for the tables to be cleared or wiped down and the chaos that is a city centre Wetherspoons…cheap beer though",26,41,False,0,,£10–20,3,3,1,Not found
Joan Connelly,3 months ago,5,"Seven family members met up there. We did  not eat, we loved the atmosphere, itcwS very relaxed.",366,178,True,0,,£1–10,Not rated,Not rated,5,Not found
Norman Walsh,4 months ago,3,"I ordered a 'Gourmet Steak', lots of gristle and cold when served, the piece of gristle was nearly as big as the steak itself",30,7,True,1,https://lh5.googleusercontent.com/p/AF1QipPHkEagjezZ3zB0xF6GbpHA-bK8stnwkRDdUjiX=w900-h675-p-k-no,£10–20,2,3,2,Fish and Chips with Curry Sauce
James Watkins,3 months ago,5,Good drinks at reasonable prices. Despite being quiet food came out too slow and therefore was not hot enough.,11,6,True,0,,£1–10,4,5,3,Not found
Daniel Taylor,4 months ago,4,"One of my favourites in Manchester, service always good, plenty of nooks and crannies to hide in if you want peace and quiet.",39,36,True,0,,£10–20,4,5,4,Not found
Graham Shepley,8 months ago,3,"Been here many times for lunch and early evening dinner and always found the food and service to be fine.
Went for breakfast this morning and was deeply dissatisfied . Standard breakfast was two tiny pieces of bacon, one sausage etc, all of it cold. My wife had the free breakfast which contained grilled tomato, hard uncooked and also cold. best thing was the cup of tea. Had breakfast in other wetherspoons no problems, will not be returning here in a hurry",2,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
MrJohnziboi,3 months ago,4,"Was told to fill own coffee up other then that good beer as always, was nice a building well kept",5,No photos count,False,0,,£20–30,Not rated,4,5,Not found
Jordan G,5 months ago,5,"The best Wetherspoon pub in Manchester. It has the usual selection of food and drinks, but it's in a really nice old building. Good place to start the night",31,108,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Laura Srawley,6 months ago,5,Popped in for a quick drink in-between shopping. Quirky old building with lots off different rooms. A massive thanks to Alexander the door man who was pleasant and helpful.,13,20,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Marco van Heel,a year ago,5,"Good food for a decent price
Nice staff and a comfortable atmosphere",26,495,True,1,https://lh5.googleusercontent.com/p/AF1QipOJfXGMcvf6NRvJmCZd3gl39r-Y6BqunY_VkPs3=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Paul Carter,5 months ago,2,"Nice premises and pint but the breakfast was awful, the eggs cold, dry and looked like they had been cooked hours ago, hardly any beans which left the toast redundant. Way too dry",34,1,True,1,https://lh5.googleusercontent.com/p/AF1QipN8TqENy1B7C5ZSufQlEEGGYUsmnl1ZvYmqeaTE=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Valerie Coughlan,6 days ago,3,Nice place but the food not great,67,9,True,0,,£20–30,2,4,4,Chips
Andy Donley,2 months ago,4,"Slightly different to the standard 'spoons, small rooms off a main corridor and a nice bar",405,1181,True,0,,£1–10,Not rated,4,3,Not found
Sonia H.,a year ago,5,"Same as all wetherspoons,  food came quickly,  and the new burger,  fiesta burger with extra fried haloumi cheese,  is worth trying.",196,785,True,1,https://lh5.googleusercontent.com/p/AF1QipPnl_BZGhXLiCSmgofTstPQbmMHDr0wuIlHkrv-=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Allonnissos,7 months ago,4,"It's a Weatherspoon pub, but is unlike any other Weatherspoon's I have been in. No enormous open-plan layout here, the building having retained all of the original rooms, so there's lots of little nooks to investigate. I suspect it can become pretty packed at peak times when navigating the path to/from the bar could be..... interesting.",26,No photos count,False,0,,Not found,Not rated,Not rated,Not rated,Not found
Scott Dawson,3 years ago,2,"Opportunities to improve: Cramped furniture (pretty much 'shoehorned' in) and very 'sad' scrambled egg(s) on toast. 😞 Not a great experience.  Below standard, not representative of Wetherspoons generally. …",36,839,True,1,https://lh5.googleusercontent.com/p/AF1QipO_bdn1cSmuzKN6PnvyFUt9PVWCsRZkMNgxBuLe=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Stuart Taylor,7 months ago,3,"One of the better Spoons in Manchester. The staff are always friendly, good range of ale, food is always hot and good quality.

Wheelchair access is tricky at best, via the rear door. The front door has steps.",141,256,True,0,,Not found,Not rated,Not rated,Not rated,Not found
Chris Corvette,7 months ago,4,It's a wetherspoons. Does what it's supposed too. Great meeting point in the city centre as tram stops outside,49,15,True,1,https://lh5.googleusercontent.com/p/AF1QipOfQFdS69pCed66IdZMJx0nQB-SwO9NIKKH4r_p=w900-h675-p-k-no,Not found,Not rated,Not rated,Not rated,Not found
Conor Alderson,a month ago,5,Very busy place lovely bar staff and friendly environment,85,62,True,0,,£10–20,Not rated,4,5,Not found
